reporting_date,seller_type,source_state,payment_type,total_shipments,total_picked,d0_shipments,d1_shipments,d2_shipments,d2_plus_shipments
20260501,BSS,JHARKHAND,cod,1,1,0,1,0,0
20260519,BSS,TAMIL NADU,pp,1,1,0,0,1,0
20260511,BSS,JHARKHAND,pp,1,1,1,0,0,0
20260510,BSS,HARYANA,cod,1,1,1,0,0,0
20260512,BSS,ANDHRA PRADESH,pp,1,1,1,0,0,0
20260525,BSS,DELHI,pp,1,1,1,0,0,0
20260602,BSS,MAHARASHTRA,pp,1,1,0,0,1,0
20260419,BSS,HARYANA,cod,1,1,1,0,0,0
20260505,BSS,GUJARAT,cod,1,1,0,0,1,0
20260611,BSS,WEST BENGAL,cod,1,1,0,1,0,0
20260601,BSS,ANDHRA PRADESH,cod,1,1,1,0,0,0
20260601,BSS,WEST BENGAL,cod,1,1,0,1,0,0
20260623,BSS,JHARKHAND,pp,1,1,1,0,0,0
20260615,BSS,WEST BENGAL,pp,1,1,0,1,0,0
20260502,BSS,WEST BENGAL,cod,1,1,1,0,0,0
20260508,BSS,MAHARASHTRA,cod,1,1,0,0,1,0
20260515,BSS,JHARKHAND,cod,1,1,1,0,0,0
20260501,BSS,BIHAR,cod,1,1,1,0,0,0
20260526,BSS,JHARKHAND,pp,1,1,1,0,0,0
20260525,BSS,BIHAR,cod,1,1,0,1,0,0
20260513,BSS,JHARKHAND,pp,1,1,1,0,0,0
20260530,BSS,BIHAR,cod,1,1,1,0,0,0
20260427,BSS,HARYANA,cod,1,1,0,0,1,0
20260418,BSS,HARYANA,cod,1,1,1,0,0,0
20260521,BSS,BIHAR,cod,1,1,0,1,0,0
20260603,BSS,BIHAR,pp,1,1,0,1,0,0
20260512,BSS,ANDHRA PRADESH,cod,1,1,1,0,0,0
20260507,BSS,GUJARAT,pp,1,1,1,0,0,0
20260613,BSS,BIHAR,cod,1,1,1,0,0,0
20260421,BSS,KARNATAKA,cod,1,1,0,1,0,0
20260603,BSS,GUJARAT,cod,1,1,0,1,0,0
20260522,BSS,DELHI,pp,1,1,0,1,0,0
20260611,BSS,WEST BENGAL,pp,1,1,0,1,0,0
20260430,BSS,DELHI,pp,2,1,0,1,0,0
20260525,BSS,WEST BENGAL,pp,1,1,0,1,0,0
20260525,BSS,GUJARAT,cod,1,1,0,1,0,0
20260515,BSS,WEST BENGAL,cod,1,1,0,1,0,0
20260429,BSS,KARNATAKA,cod,1,1,1,0,0,0
20260611,BSS,BIHAR,pp,1,1,0,0,1,0
20260523,BSS,WEST BENGAL,cod,1,1,1,0,0,0
20260509,BSS,DELHI,pp,1,1,0,0,1,0
20260622,BSS,ODISHA,pp,1,1,0,1,0,0
20260526,BSS,ANDHRA PRADESH,pp,1,1,1,0,0,0
20260514,BSS,WEST BENGAL,pp,1,1,1,0,0,0
20260507,BSS,HARYANA,cod,1,1,0,1,0,0
20260513,BSS,HARYANA,cod,1,1,1,0,0,0
20260511,BSS,WEST BENGAL,cod,1,1,1,0,0,0
20260514,BSS,DELHI,pp,1,1,0,0,1,0
20260502,BSS,DELHI,pp,1,1,0,0,1,0
20260519,BSS,JHARKHAND,pp,1,1,1,0,0,0
20260421,BSS,KARNATAKA,pp,1,1,0,1,0,0
20260622,BSS,JHARKHAND,pp,1,1,1,0,0,0
20260514,BSS,HARYANA,pp,1,1,0,1,0,0
20260516,BSS,KARNATAKA,cod,1,1,1,0,0,0
20260525,BSS,ANDHRA PRADESH,cod,1,1,0,1,0,0
20260511,BSS,ANDHRA PRADESH,cod,1,1,0,1,0,0
20260611,BSS,ANDHRA PRADESH,pp,1,1,0,1,0,0
20260522,BSS,HARYANA,cod,1,1,1,0,0,0
20260422,BSS,DELHI,pp,1,1,0,0,1,0
20260418,BSS,DELHI,pp,1,1,0,0,1,0
20260612,BSS,BIHAR,cod,1,1,0,1,0,0
20260428,BSS,KARNATAKA,pp,1,1,0,1,0,0
20260518,BSS,KARNATAKA,pp,1,1,1,0,0,0
20260529,BSS,BIHAR,cod,1,1,0,1,0,0
20260527,BSS,ANDHRA PRADESH,cod,1,1,1,0,0,0
20260520,BSS,BIHAR,cod,1,1,1,0,0,0
20260520,BSS,GUJARAT,cod,1,1,0,1,0,0
20260615,BSS,GUJARAT,pp,1,1,0,1,0,0
20260513,BSS,HARYANA,pp,1,1,1,0,0,0
20260527,BSS,DELHI,pp,1,1,0,1,0,0
20260507,BSS,JHARKHAND,pp,1,1,1,0,0,0
20260507,BSS,DELHI,pp,1,1,0,0,1,0
20260507,BSS,ANDHRA PRADESH,pp,1,1,1,0,0,0
20260521,BSS,JHARKHAND,cod,1,1,1,0,0,0
20260427,BSS,KARNATAKA,cod,1,1,1,0,0,0
20260622,BSS,ANDHRA PRADESH,pp,1,1,1,0,0,0
20260526,BSS,WEST BENGAL,cod,1,1,1,0,0,0
20260623,BSS,MAHARASHTRA,cod,4,2,2,0,0,0
20260604,BSS,JHARKHAND,pp,2,2,2,0,0,0
20260520,BSS,KARNATAKA,cod,2,2,2,0,0,0
20260502,BSS,ANDHRA PRADESH,cod,2,2,0,0,2,0
20260530,BSS,KARNATAKA,cod,2,2,1,0,1,0
20260422,BSS,WEST BENGAL,cod,2,2,2,0,0,0
20260505,BSS,KARNATAKA,cod,2,2,1,1,0,0
20260509,BSS,BIHAR,cod,2,2,0,0,2,0
20260516,BSS,DELHI,pp,2,2,0,0,2,0
20260617,BSS,JHARKHAND,pp,2,2,2,0,0,0
20260415,BSS,DELHI,pp,2,2,0,0,2,0
20260605,BSS,TAMIL NADU,cod,4,2,0,2,0,0
20260506,BSS,KARNATAKA,cod,2,2,1,1,0,0
20260418,BSS,WEST BENGAL,pp,2,2,2,0,0,0
20260501,BSS,MAHARASHTRA,cod,2,2,0,2,0,0
20260529,BSS,DELHI,pp,3,2,1,1,0,0
20260623,BSS,ANDHRA PRADESH,pp,2,2,2,0,0,0
20260530,BSS,DELHI,pp,2,2,1,0,1,0
20260520,BSS,WEST BENGAL,cod,2,2,0,2,0,0
20260519,BSS,KARNATAKA,cod,2,2,0,2,0,0
20260520,BSS,DELHI,pp,2,2,1,1,0,0
20260606,BSS,WEST BENGAL,cod,2,2,0,0,2,0
20260622,BSS,RAJASTHAN,pp,11,2,0,2,0,0
20260610,BSS,DELHI,pp,2,2,1,0,1,0
20260524,BSS,DELHI,cod,2,2,0,1,1,0
20260508,BSS,DELHI,pp,2,2,0,2,0,0
20260531,BSS,DELHI,pp,2,2,0,2,0,0
20260605,BSS,WEST BENGAL,cod,2,2,2,0,0,0
20260527,BSS,BIHAR,cod,2,2,0,2,0,0
20260503,BSS,HARYANA,cod,2,2,2,0,0,0
20260612,BSS,WEST BENGAL,cod,2,2,0,2,0,0
20260511,BSS,BIHAR,cod,2,2,0,2,0,0
20260514,BSS,BIHAR,pp,2,2,2,0,0,0
20260424,BSS,WEST BENGAL,cod,2,2,0,2,0,0
20260619,BSS,BIHAR,pp,2,2,1,1,0,0
20260421,BSS,BIHAR,cod,2,2,0,2,0,0
20260622,BSS,MAHARASHTRA,pp,2,2,0,2,0,0
20260615,BSS,BIHAR,pp,2,2,0,2,0,0
20260511,BSS,GUJARAT,cod,2,2,0,2,0,0
20260512,BSS,KARNATAKA,cod,2,2,2,0,0,0
20260513,BSS,DELHI,pp,2,2,1,1,0,0
20260513,BSS,ANDHRA PRADESH,cod,2,2,2,0,0,0
20260622,BSS,JHARKHAND,cod,2,2,2,0,0,0
20260604,BSS,BIHAR,pp,2,2,2,0,0,0
20260602,BSS,WEST BENGAL,cod,2,2,0,2,0,0
20260529,BSS,ANDHRA PRADESH,cod,2,2,1,1,0,0
20260417,BSS,KARNATAKA,cod,2,2,1,0,1,0
20260520,BSS,MAHARASHTRA,cod,2,2,0,2,0,0
20260601,BSS,DELHI,pp,2,2,1,1,0,0
20260425,BSS,KARNATAKA,cod,2,2,1,0,1,0
20260526,BSS,KARNATAKA,cod,2,2,2,0,0,0
20260420,BSS,KARNATAKA,cod,2,2,1,0,1,0
20260615,BSS,ANDHRA PRADESH,pp,2,2,1,1,0,0
20260506,BSS,ANDHRA PRADESH,cod,2,2,2,0,0,0
20260612,BSS,ANDHRA PRADESH,cod,2,2,2,0,0,0
20260607,BSS,DELHI,pp,2,2,0,1,1,0
20260531,BSS,DELHI,cod,3,2,0,2,0,0
20260423,BSS,HARYANA,cod,2,2,0,2,0,0
20260609,BSS,BIHAR,cod,2,2,0,2,0,0
20260609,BSS,DELHI,pp,2,2,0,2,0,0
20260604,BSS,ANDHRA PRADESH,cod,2,2,2,0,0,0
20260517,BSS,HARYANA,cod,2,2,0,2,0,0
20260623,BSS,DELHI,pp,38,2,2,0,0,0
20260425,BSS,HARYANA,cod,2,2,2,0,0,0
20260519,BSS,WEST BENGAL,cod,2,2,2,0,0,0
20260623,BSS,PUNJAB,pp,2,2,2,0,0,0
20260523,BSS,KARNATAKA,cod,2,2,0,0,2,0
20260526,BSS,HARYANA,cod,2,2,0,2,0,0
20260421,BSS,WEST BENGAL,cod,2,2,2,0,0,0
20260504,BSS,ANDHRA PRADESH,cod,2,2,2,0,0,0
20260514,BSS,BIHAR,cod,2,2,2,0,0,0
20260529,BSS,JHARKHAND,cod,3,3,2,1,0,0
20260531,BSS,BIHAR,cod,3,3,0,3,0,0
20260601,BSS,KARNATAKA,cod,3,3,0,3,0,0
20260618,BSS,JHARKHAND,pp,3,3,3,0,0,0
20260614,BSS,DELHI,pp,3,3,0,3,0,0
20260610,BSS,WEST BENGAL,cod,3,3,0,3,0,0
20260611,BSS,BIHAR,cod,3,3,0,0,3,0
20260508,BSS,GUJARAT,cod,3,3,0,0,3,0
20260518,BSS,BIHAR,cod,3,3,0,3,0,0
20260608,BSS,DELHI,pp,3,3,0,3,0,0
20260429,BSS,WEST BENGAL,cod,3,3,2,1,0,0
20260515,BSS,BIHAR,cod,3,3,0,3,0,0
20260528,BSS,JHARKHAND,cod,3,3,0,3,0,0
20260606,BSS,KARNATAKA,cod,3,3,3,0,0,0
20260513,BSS,MAHARASHTRA,pp,3,3,0,3,0,0
20260521,BSS,MAHARASHTRA,cod,4,3,0,3,0,0
20260504,BSS,JHARKHAND,cod,3,3,3,0,0,0
20260521,BSS,KARNATAKA,cod,3,3,0,3,0,0
20260515,BSS,HARYANA,cod,3,3,0,3,0,0
20260520,BSS,HARYANA,cod,3,3,3,0,0,0
20260604,BSS,JHARKHAND,cod,3,3,3,0,0,0
20260622,BSS,HARYANA,cod,3,3,3,0,0,0
20260416,BSS,HARYANA,cod,3,3,0,3,0,0
20260526,BSS,DELHI,pp,3,3,0,1,2,0
20260428,BSS,KARNATAKA,cod,3,3,2,1,0,0
20260506,BSS,WEST BENGAL,cod,3,3,2,1,0,0
20260618,BSS,KARNATAKA,pp,3,3,3,0,0,0
20260430,BSS,KARNATAKA,cod,3,3,2,1,0,0
20260617,BSS,WEST BENGAL,pp,3,3,0,3,0,0
20260616,BSS,BIHAR,cod,3,3,0,3,0,0
20260423,BSS,KARNATAKA,cod,3,3,1,2,0,0
20260518,BSS,KARNATAKA,cod,3,3,3,0,0,0
20260606,BSS,JHARKHAND,cod,3,3,3,0,0,0
20260615,BSS,GUJARAT,cod,3,3,0,3,0,0
20260502,BSS,KARNATAKA,cod,3,3,2,0,1,0
20260507,BSS,WEST BENGAL,cod,3,3,1,2,0,0
20260605,BSS,BIHAR,cod,3,3,3,0,0,0
20260518,BSS,DELHI,pp,3,3,1,2,0,0
20260618,BSS,ANDHRA PRADESH,pp,3,3,3,0,0,0
20260514,BSS,MAHARASHTRA,cod,3,3,0,3,0,0
20260502,BSS,BIHAR,cod,3,3,0,0,3,0
20260522,BSS,KARNATAKA,cod,3,3,3,0,0,0
20260422,BSS,KARNATAKA,cod,3,3,3,0,0,0
20260506,BSS,MAHARASHTRA,cod,3,3,0,3,0,0
20260509,BSS,KARNATAKA,cod,3,3,0,0,3,0
20260511,BSS,KARNATAKA,cod,3,3,3,0,0,0
20260623,BSS,ANDHRA PRADESH,cod,10,3,3,0,0,0
20260608,BSS,JHARKHAND,cod,4,4,4,0,0,0
20260612,BSS,JHARKHAND,cod,4,4,4,0,0,0
20260430,BSS,HARYANA,cod,4,4,0,0,4,0
20260514,BSS,KARNATAKA,cod,4,4,1,3,0,0
20260513,BSS,JHARKHAND,cod,4,4,4,0,0,0
20260507,BSS,ANDHRA PRADESH,cod,4,4,4,0,0,0
20260617,BSS,KARNATAKA,pp,4,4,0,4,0,0
20260603,BSS,WEST BENGAL,cod,4,4,0,4,0,0
20260609,BSS,KARNATAKA,cod,4,4,4,0,0,0
20260507,BSS,KARNATAKA,cod,4,4,2,2,0,0
20260618,BSS,WEST BENGAL,pp,4,4,0,4,0,0
20260525,BSS,KARNATAKA,cod,4,4,4,0,0,0
20260507,BSS,MAHARASHTRA,cod,5,4,2,0,2,0
20260617,BSS,ANDHRA PRADESH,pp,4,4,4,0,0,0
20260505,BSS,JHARKHAND,cod,4,4,4,0,0,0
20260503,BSS,DELHI,cod,4,4,0,4,0,0
20260417,BSS,HARYANA,cod,4,4,4,0,0,0
20260608,BSS,WEST BENGAL,cod,4,4,4,0,0,0
20260608,BSS,BIHAR,cod,4,4,0,0,4,0
20260527,BSS,JHARKHAND,cod,4,4,2,0,2,0
20260611,BSS,ANDHRA PRADESH,cod,4,4,3,1,0,0
20260605,BSS,JHARKHAND,cod,4,4,4,0,0,0
20260526,BSS,BIHAR,cod,4,4,0,0,4,0
20260601,BSS,BIHAR,cod,4,4,4,0,0,0
20260511,BSS,JHARKHAND,cod,4,4,4,0,0,0
20260508,BSS,HARYANA,cod,4,4,3,1,0,0
20260611,BSS,DELHI,pp,4,4,0,4,0,0
20260608,BSS,ANDHRA PRADESH,cod,4,4,3,1,0,0
20260526,BSS,JHARKHAND,cod,5,5,5,0,0,0
20260619,BSS,KARNATAKA,pp,5,5,5,0,0,0
20260505,BSS,WEST BENGAL,cod,5,5,4,1,0,0
20260515,BSS,MAHARASHTRA,cod,5,5,0,5,0,0
20260602,BSS,DELHI,pp,5,5,1,0,4,0
20260622,BSS,KARNATAKA,pp,5,5,5,0,0,0
20260610,BSS,ANDHRA PRADESH,cod,5,5,0,5,0,0
20260518,BSS,MAHARASHTRA,cod,5,5,0,5,0,0
20260507,BSS,JHARKHAND,cod,5,5,5,0,0,0
20260613,BSS,JHARKHAND,cod,5,5,5,0,0,0
20260609,BSS,ANDHRA PRADESH,cod,5,5,5,0,0,0
20260611,BSS,JHARKHAND,cod,5,5,0,5,0,0
20260622,BSS,ODISHA,cod,5,5,0,5,0,0
20260620,BSS,JHARKHAND,cod,6,5,5,0,0,0
20260612,BSS,KARNATAKA,cod,5,5,0,5,0,0
20260604,BSS,BIHAR,cod,5,5,3,2,0,0
20260604,BSS,MAHARASHTRA,pp,5,5,0,0,5,0
20260603,BSS,BIHAR,cod,6,6,0,6,0,0
20260611,BSS,KARNATAKA,cod,6,6,5,0,1,0
20260423,BSS,BIHAR,cod,6,6,6,0,0,0
20260508,BSS,KARNATAKA,cod,6,6,5,0,1,0
20260603,BSS,KARNATAKA,cod,6,6,5,0,1,0
20260601,BSS,JHARKHAND,cod,6,6,6,0,0,0
20260610,BSS,BIHAR,cod,6,6,2,0,4,0
20260619,BSS,WEST BENGAL,cod,6,6,0,6,0,0
20260506,BSS,JHARKHAND,cod,6,6,6,0,0,0
20260610,BSS,JHARKHAND,cod,6,6,6,0,0,0
20260613,BSS,KARNATAKA,cod,6,6,0,0,6,0
20260613,BSS,ANDHRA PRADESH,cod,7,7,7,0,0,0
20260523,BSS,DELHI,cod,8,7,3,0,4,0
20260510,BSS,DELHI,cod,7,7,0,7,0,0
20260513,BSS,MAHARASHTRA,cod,7,7,0,7,0,0
20260603,BSS,ANDHRA PRADESH,cod,7,7,7,0,0,0
20260620,BSS,BIHAR,cod,7,7,7,0,0,0
20260616,BSS,KARNATAKA,cod,7,7,7,0,0,0
20260605,BSS,KARNATAKA,cod,7,7,0,7,0,0
20260420,BSS,WEST BENGAL,cod,7,7,0,7,0,0
20260610,BSS,KARNATAKA,cod,7,7,0,7,0,0
20260603,BSS,KARNATAKA,pp,8,8,0,0,8,0
20260620,BSS,ANDHRA PRADESH,cod,8,8,8,0,0,0
20260608,BSS,KARNATAKA,cod,8,8,5,3,0,0
20260606,BSS,ANDHRA PRADESH,cod,8,8,8,0,0,0
20260509,BSS,MAHARASHTRA,cod,9,9,0,0,9,0
20260615,BSS,WEST BENGAL,cod,9,9,0,9,0,0
20260619,BSS,JHARKHAND,cod,9,9,9,0,0,0
20260609,BSS,JHARKHAND,cod,9,9,9,0,0,0
20260617,BSS,ANDHRA PRADESH,cod,10,10,10,0,0,0
20260617,BSS,WEST BENGAL,cod,10,10,0,10,0,0
20260517,BSS,DELHI,cod,11,10,0,10,0,0
20260615,BSS,KARNATAKA,pp,10,10,5,5,0,0
20260612,BSS,DELHI,pp,10,10,0,5,5,0
20260619,BSS,ANDHRA PRADESH,cod,10,10,10,0,0,0
20260602,BSS,MAHARASHTRA,cod,10,10,0,0,10,0
20260620,BSS,KARNATAKA,cod,11,11,10,0,1,0
20260622,BSS,DELHI,pp,34,11,2,9,0,0
20260622,BSS,RAJASTHAN,cod,19,11,0,11,0,0
20260621,BSS,DELHI,pp,11,11,0,11,0,0
20260620,BSS,WEST BENGAL,cod,11,11,5,0,6,0
20260622,BSS,WEST BENGAL,cod,13,12,5,7,0,0
20260622,BSS,ANDHRA PRADESH,cod,12,12,12,0,0,0
20260426,BSS,DELHI,cod,12,12,0,8,4,0
20260617,BSS,JHARKHAND,cod,12,12,12,0,0,0
20260623,BSS,PUNJAB,cod,39,12,12,0,0,0
20260419,BSS,DELHI,cod,12,12,0,10,2,0
20260430,BSS,DELHI,cod,19,13,5,6,2,0
20260617,BSS,KARNATAKA,cod,13,13,6,7,0,0
20260619,BSS,BIHAR,cod,13,13,10,3,0,0
20260422,BSS,DELHI,cod,14,14,5,8,1,0
20260623,BSS,ODISHA,cod,14,14,14,0,0,0
20260622,BSS,KARNATAKA,cod,25,14,14,0,0,0
20260617,BSS,BIHAR,cod,14,14,4,10,0,0
20260501,BSS,DELHI,cod,15,15,2,9,4,0
20260620,BSS,KARNATAKA,pp,15,15,15,0,0,0
20260619,BSS,KARNATAKA,cod,15,15,12,3,0,0
20260604,BSS,DELHI,pp,15,15,8,6,1,0
20260618,BSS,JHARKHAND,cod,15,15,14,1,0,0
20260527,BSS,DELHI,cod,17,16,2,10,4,0
20260616,BSS,DELHI,pp,17,17,13,1,3,0
20260614,BSS,DELHI,cod,21,19,0,14,5,0
20260424,BSS,DELHI,cod,21,19,3,13,3,0
20260616,BSS,ANDHRA PRADESH,cod,19,19,19,0,0,0
20260529,BSS,DELHI,cod,19,19,6,12,1,0
20260415,BSS,DELHI,cod,20,20,4,10,6,0
20260417,BSS,DELHI,cod,20,20,4,12,4,0
20260506,BSS,DELHI,cod,20,20,8,11,1,0
20260504,BSS,DELHI,cod,22,20,6,9,5,0
20260521,BSS,DELHI,cod,22,21,7,12,2,0
20260502,BSS,DELHI,cod,21,21,7,0,14,0
20260613,BSS,DELHI,pp,21,21,8,0,13,0
20260615,BSS,BIHAR,cod,21,21,0,21,0,0
20260607,BSS,DELHI,cod,21,21,0,19,2,0
20260528,BSS,DELHI,cod,22,21,5,12,4,0
20260615,BSS,ANDHRA PRADESH,cod,22,22,15,7,0,0
20260509,BSS,DELHI,cod,22,22,3,0,19,0
20260421,BSS,DELHI,cod,24,23,9,12,2,0
20260606,BSS,DELHI,pp,23,23,9,0,14,0
20260428,BSS,DELHI,cod,25,23,7,12,4,0
20260418,BSS,DELHI,cod,25,24,8,0,16,0
20260425,BSS,DELHI,cod,26,24,9,0,15,0
20260516,BSS,DELHI,cod,24,24,7,0,17,0
20260515,BSS,DELHI,cod,24,24,5,16,3,0
20260525,BSS,DELHI,cod,26,24,3,15,6,0
20260520,BSS,DELHI,cod,25,24,8,9,7,0
20260618,BSS,BIHAR,cod,24,24,0,23,1,0
20260601,BSS,DELHI,cod,24,24,7,15,2,0
20260530,BSS,DELHI,cod,25,25,14,0,11,0
20260615,BSS,JHARKHAND,cod,25,25,24,1,0,0
20260605,BSS,DELHI,pp,25,25,14,11,0,0
20260423,BSS,DELHI,cod,28,25,8,8,9,0
20260615,BSS,KARNATAKA,cod,25,25,23,2,0,0
20260505,BSS,DELHI,cod,26,25,3,22,0,0
20260507,BSS,DELHI,cod,26,25,11,12,2,0
20260427,BSS,DELHI,cod,27,26,5,17,4,0
20260519,BSS,DELHI,cod,27,26,4,14,8,0
20260512,BSS,DELHI,cod,26,26,11,11,4,0
20260429,BSS,DELHI,cod,26,26,6,15,5,0
20260416,BSS,DELHI,cod,28,27,6,16,5,0
20260623,BSS,JHARKHAND,cod,27,27,27,0,0,0
20260618,BSS,ANDHRA PRADESH,cod,28,28,26,2,0,0
20260522,BSS,DELHI,cod,28,28,3,22,3,0
20260617,BSS,DELHI,pp,30,28,9,15,4,0
20260618,BSS,KARNATAKA,cod,29,29,27,2,0,0
20260526,BSS,DELHI,cod,31,29,1,19,9,0
20260602,BSS,DELHI,cod,29,29,11,14,4,0
20260603,BSS,DELHI,pp,49,30,16,10,4,0
20260511,BSS,DELHI,cod,31,30,5,17,8,0
20260618,BSS,WEST BENGAL,cod,31,31,5,25,1,0
20260514,BSS,DELHI,cod,31,31,6,24,1,0
20260604,BSS,MAHARASHTRA,cod,34,32,0,0,32,0
20260508,BSS,DELHI,cod,36,32,9,20,3,0
20260420,BSS,DELHI,cod,36,34,9,22,3,0
20260513,BSS,DELHI,cod,37,36,13,15,8,0
20260518,BSS,DELHI,cod,40,37,13,23,1,0
20260620,BSS,DELHI,pp,39,38,6,0,32,0
20260615,BSS,DELHI,pp,40,38,22,11,5,0
20260623,BSS,DELHI,cod,468,61,61,0,0,0
20260618,BSS,DELHI,pp,62,62,10,34,18,0
20260621,BSS,DELHI,cod,67,62,0,49,13,0
20260619,BSS,DELHI,pp,74,71,33,37,1,0
20260605,BSS,DELHI,cod,114,107,23,82,2,0
20260610,BSS,DELHI,cod,123,117,24,82,11,0
20260606,BSS,DELHI,cod,120,118,33,0,85,0
20260612,BSS,DELHI,cod,124,119,13,93,13,0
20260609,BSS,DELHI,cod,121,119,0,110,9,0
20260616,BSS,DELHI,cod,146,143,57,55,31,0
20260608,BSS,DELHI,cod,148,144,24,88,32,0
20260604,BSS,DELHI,cod,151,147,28,105,14,0
20260613,BSS,DELHI,cod,174,156,31,0,125,0
20260603,BSS,DELHI,cod,168,158,28,118,12,0
20260622,BSS,DELHI,cod,280,158,36,122,0,0
20260611,BSS,DELHI,cod,175,162,33,104,25,0
20260620,BSS,DELHI,cod,252,238,76,2,160,0
20260619,BSS,DELHI,cod,262,247,85,144,18,0
20260617,BSS,DELHI,cod,258,252,87,129,36,0
20260615,BSS,DELHI,cod,334,326,147,157,22,0
20260618,BSS,DELHI,cod,380,367,69,215,83,0
20260616,BUT,KARNATAKA,cod,1,1,0,0,1,0
20260430,BUT,KARNATAKA,cod,1,1,1,0,0,0
20260620,BUT,KARNATAKA,cod,1,1,1,0,0,0
20260420,BUT,KARNATAKA,cod,1,1,1,0,0,0
20260421,BUT,KARNATAKA,pp,1,1,0,1,0,0
20260424,BUT,KARNATAKA,cod,1,1,1,0,0,0
20260424,BUT,KARNATAKA,pp,2,2,2,0,0,0
20260624,CFP,MAHARASHTRA,pp,3,0,0,0,0,0
20260515,CFP,TELANGANA,pp,2,0,0,0,0,0
20260612,CFP,TELANGANA,pp,1,1,1,0,0,0
20260606,CFP,TELANGANA,pp,1,1,1,0,0,0
20260606,CFP,MAHARASHTRA,pp,1,1,1,0,0,0
20260527,CFP,TELANGANA,pp,1,1,1,0,0,0
20260612,CFP,KARNATAKA,pp,1,1,1,0,0,0
20260605,CFP,MAHARASHTRA,pp,1,1,0,1,0,0
20260603,CFP,TELANGANA,pp,1,1,0,1,0,0
20260602,CFP,TELANGANA,pp,1,1,1,0,0,0
20260604,CFP,TELANGANA,pp,1,1,1,0,0,0
20260610,CFP,TELANGANA,pp,1,1,1,0,0,0
20260615,CFP,KARNATAKA,pp,1,1,1,0,0,0
20260521,CFP,TELANGANA,pp,1,1,0,1,0,0
20260623,CFP,MAHARASHTRA,pp,2,2,2,0,0,0
20260601,CFP,TELANGANA,pp,4,2,2,0,0,0
20260608,CFP,KARNATAKA,pp,2,2,0,2,0,0
20260530,CFP,TELANGANA,pp,2,2,2,0,0,0
20260617,CFP,TELANGANA,pp,2,2,2,0,0,0
20260618,CFP,KARNATAKA,pp,2,2,0,2,0,0
20260611,CFP,MAHARASHTRA,pp,2,2,2,0,0,0
20260611,CFP,TELANGANA,pp,3,3,3,0,0,0
20260622,CFP,MAHARASHTRA,pp,5,3,0,3,0,0
20260529,CFP,TELANGANA,pp,3,3,3,0,0,0
20260608,CFP,TELANGANA,pp,3,3,3,0,0,0
20260618,CFP,TELANGANA,pp,3,3,3,0,0,0
20260608,CFP,MAHARASHTRA,pp,4,4,1,3,0,0
20260616,CFP,TELANGANA,pp,4,4,4,0,0,0
20260616,CFP,MAHARASHTRA,pp,4,4,0,4,0,0
20260615,CFP,TELANGANA,pp,4,4,4,0,0,0
20260606,COM,TELANGANA,pp,2,0,0,0,0,0
20260219,COM,MAHARASHTRA,pp,1,0,0,0,0,0
20260309,COM,MAHARASHTRA,pp,3,0,0,0,0,0
20260307,COM,MAHARASHTRA,pp,2,0,0,0,0,0
20260624,COM,HARYANA,pp,1,0,0,0,0,0
20260306,COM,MAHARASHTRA,pp,3,0,0,0,0,0
20260324,COM,MAHARASHTRA,pp,9,0,0,0,0,0
20260209,COM,MAHARASHTRA,pp,23,0,0,0,0,0
20260113,COM,MAHARASHTRA,pp,8,0,0,0,0,0
20260310,COM,MAHARASHTRA,pp,34,0,0,0,0,0
20260304,COM,MAHARASHTRA,pp,2,0,0,0,0,0
20260302,COM,MAHARASHTRA,pp,1,0,0,0,0,0
20260323,COM,MAHARASHTRA,pp,90,0,0,0,0,0
20260226,COM,MAHARASHTRA,pp,2,0,0,0,0,0
20260305,COM,MAHARASHTRA,pp,2,0,0,0,0,0
20260323,COM,HARYANA,pp,1,0,0,0,0,0
20260311,COM,MAHARASHTRA,pp,4,0,0,0,0,0
20260320,COM,MAHARASHTRA,pp,8,0,0,0,0,0
20260321,COM,MAHARASHTRA,pp,2,0,0,0,0,0
20260225,COM,MAHARASHTRA,pp,1,0,0,0,0,0
20260319,COM,MAHARASHTRA,pp,1,0,0,0,0,0
20260318,COM,MAHARASHTRA,pp,1,0,0,0,0,0
20260131,COM,MAHARASHTRA,pp,2,0,0,0,0,0
20260325,COM,MAHARASHTRA,pp,2,0,0,0,0,0
20260317,COM,MAHARASHTRA,pp,2,0,0,0,0,0
20260227,COM,MAHARASHTRA,pp,1,0,0,0,0,0
20260405,COM,HARYANA,pp,1,1,1,0,0,0
20260422,COM,HARYANA,pp,1,1,1,0,0,0
20260330,COM,HARYANA,pp,1,1,1,0,0,0
20260409,COM,HARYANA,pp,1,1,1,0,0,0
20260424,COM,HARYANA,pp,1,1,0,1,0,0
20260408,COM,HARYANA,pp,1,1,1,0,0,0
20260414,COM,HARYANA,pp,1,1,1,0,0,0
20260509,COM,HARYANA,pp,1,1,1,0,0,0
20260604,COM,HARYANA,pp,1,1,1,0,0,0
20260531,COM,HARYANA,pp,1,1,1,0,0,0
20260530,COM,HARYANA,pp,1,1,1,0,0,0
20260404,COM,HARYANA,pp,1,1,1,0,0,0
20260423,COM,HARYANA,pp,1,1,1,0,0,0
20260607,COM,HARYANA,pp,2,2,2,0,0,0
20260412,COM,MAHARASHTRA,pp,4,2,0,2,0,0
20260601,COM,HARYANA,pp,2,2,2,0,0,0
