reporting_date,destination_state,seller_type,payment_type,PHin,conv_num,fm_created,fm_picked,fm_d0_picked,zero_attempt_num,zero_attempt_denom,DHin,D0_OFD,First_attempt_delivered,fac_deno,total_delivered_attempts,total_attempts,rfr_num,rfr_deno,Breach_Num,Breach_Den,breach_plus1_num
20260608,DELHI,SDD,cod,1,1,,,,,,,,,,,,,,,,
20260416,TRIPURA,NKD,cod,5,5,,,,,,,,,,,,,,,,
20260528,RAJASTHAN,SWL,pp,2,2,,,,1,1,,,,,,,,,,,
20260417,CHANDIGARH,SWT,pp,2,2,,,,,,,,,,,,,,,,
20260426,MAHARASHTRA,SDD,cod,2,2,,,,,,,,,,,,,,,,
20260611,UTTARAKHAND,ULT,pp,2,2,,,,,,,,,,,,,,,,
20260427,TELANGANA,PRE,pp,2,2,,,,,,,,,,,,,,,,
20260612,,SDH,cod,1,0,,,,,,,,,,,,,,,,
20260705,ARUNACHAL PRADESH,EMB,cod,1,0,,,,,,,,,,,,,,,,
20260429,GUJARAT,BHH,pp,1,1,,,,,,,,,,,,,,,,
20260602,TELANGANA,KPI,cod,1,1,,,,,,,,,,,,,,,,
20260512,UTTAR PRADESH,SIE,pp,1,1,,,,,,1,0,,,,,,,,,
20260417,GOA,SWT,pp,2,2,,,,1,1,,,,,,,,,,,
20260618,MAHARASHTRA,LSR,cod,2,2,,,,,,,,,,,,,,,,
20260513,DAMAN AND DIU DADRA AND NAGAR HAVELI,HBL,pp,1,1,,,,,,,,,,,,,,0,2,0
20260503,CHANDIGARH,LOI,pp,3,3,,,,,,,,,,,,,,0,1,0
20260530,MADHYA PRADESH,WPV,pp,1,1,,,,,,,,,,,,,,,,
20260422,TAMIL NADU,BUT,pp,1,1,,,,,,,,,,,,,,,,
20260516,MADHYA PRADESH,SWT,cod,2,2,,,,,,1,0,,,,,,,0,1,0
20260522,PUNJAB,INW,cod,2,2,,,,,,,,,,,,,,,,
20260609,PUNJAB,VOL,pp,1,1,,,,,,,,,,,,,,,,
20260415,KERALA,LOS,pp,1,1,,,,,,,,,,,,,,,,
20260608,UTTARAKHAND,PRE,pp,2,2,,,,,,,,,,,,,,,,
20260422,GUJARAT,KPI,pp,1,1,,,,,,,,,,,,,,,,
20260611,MAHARASHTRA,PRE,pp,2,2,,,,,,,,,,,,,,,,
20260609,DAMAN AND DIU DADRA AND NAGAR HAVELI,MOH,pp,1,0,,,,,,,,,,,,,,,,
20260425,JHARKHAND,NEX,pp,1,1,,,,,,,,,,,,,,,,
20260616,JAMMU AND KASHMIR,RLL,pp,1,1,,,,,,,,,,,,,,,,
20260502,SIKKIM,XIH,pp,1,1,,,,,,,,,,,,,,,,
20260615,HIMACHAL PRADESH,MOH,pp,3,3,,,,,,1,0,,,,,,,,,
20260530,UTTAR PRADESH,NKD,pp,8,0,,,,,,,,,,,,,,,,
20260516,BIHAR,SDD,pp,1,0,,,,,,,,,,,,,,,,
20260516,TAMIL NADU,RLL,cod,1,1,,,,,,,,,,,,,,,,
20260622,,FCL,cod,1,1,,,,,,,,,,,,,,,,
20260623,RAJASTHAN,UNC,pp,14,13,,,,,,,,,,,,,,0,1,0
20260604,MAHARASHTRA,SWL,cod,1,0,,,,,,1,0,,,,,,,,,
20260701,MAHARASHTRA,LSR,cod,1,0,,,,1,1,,,,,,,,,,,
20260519,NAGALAND,IBH,pp,1,1,,,,,,,,,,,,,,,,
20260527,TRIPURA,FLO,cod,1,1,,,,,,1,0,,,,,,,,,
20260710,JAMMU AND KASHMIR,DBL,pp,1,0,,,,,,1,0,,,,,,,,,
20260512,ODISHA,SWE,pp,2,2,,,,,,,,,,,,,,,,
20260630,DAMAN AND DIU DADRA AND NAGAR HAVELI,FLO,pp,1,0,,,,,,,,,,,,,,,,
20260505,MEGHALAYA,PRE,pp,1,1,,,,,,,,,,,,,,,,
20260424,UTTARAKHAND,EML,pp,1,1,,,,,,,,,,,,,,,,
20260513,ANDHRA PRADESH,SWT,pp,3,3,,,,,,,,,,,,,,0,1,0
20260610,HARYANA,NEX,cod,1,1,,,,,,,,,,,,,,,,
20260627,ASSAM,IBH,pp,1,1,,,,,,,,,,,,,,,,
20260420,,EML,pp,1,1,,,,,,,,,,,,,,,,
20260606,PUNJAB,DBL,pp,1,1,,,,,,,,,,,,,,,,
20260708,NAGALAND,INW,cod,3,0,,,,,,,,,,,,,,,,
20260619,CHHATTISGARH,BHH,cod,1,1,,,,,,,,,,,,,,,,
20260424,TRIPURA,WXN,pp,1,1,,,,,,,,,,,,,,,,
20260630,BIHAR,ZAA,pp,1,1,,,,,,,,,,,,,,,,
20260422,NAGALAND,INW,cod,1,1,,,,,,,,,,,,,,,,
20260430,KARNATAKA,RLL,pp,2,1,,,,,,1,0,,,,,,,0,1,0
20260620,UTTARAKHAND,ZAA,cod,1,1,,,,,,,,,,,,,,,,
20260519,KERALA,BGH,cod,1,1,,,,,,,,,,,,,,,,
20260613,HIMACHAL PRADESH,KIC,pp,1,1,,,,,,,,,,,,,,,,
20260430,KERALA,BSS,cod,1,0,,,,,,1,0,,,,,,,,,
20260530,,FLO,cod,1,0,,,,,,,,,,,,,,,,
20260415,RAJASTHAN,ESA,cod,1,1,,,,,,,,,,,,,,,,
20260707,SIKKIM,HSD,pp,1,0,,,,,,,,,,,,,,,,
20260507,HARYANA,PRE,pp,1,1,,,,,,,,,,,,,,0,1,0
20260615,TELANGANA,AWP,pp,1,1,,,,,,,,,,,,,,,,
20260608,,ESA,pp,1,1,,,,,,,,,,,,,,,,
20260514,JHARKHAND,LOI,cod,1,1,,,,,,,,,,,,,,0,4,0
20260627,ASSAM,EPL,pp,1,1,,,,,,,,,,,,,,,,
20260601,HARYANA,IBH,cod,1,1,,,,,,,,,,,,,,,,
20260606,KERALA,RSL,pp,1,1,,,,,,1,0,,,,,,,0,2,0
20260619,CHHATTISGARH,PRE,pp,1,1,,,,,,,,,,,,,,0,1,0
20260606,MAHARASHTRA,LTL,pp,1,1,,,,,,,,,,,,,,,,
20260601,HARYANA,ZAA,cod,2,2,,,,,,,,,,,,,,,,
20260425,GUJARAT,RLL,pp,1,1,,,,,,,,,,,,,,0,3,0
20260529,ASSAM,SOL,pp,1,1,,,,,,,,,,,,,,,,
20260519,CHANDIGARH,EML,pp,1,1,,,,,,,,,,,,,,,,
20260512,HARYANA,LSR,pp,1,1,,,,,,,,,,,,,,,,
20260605,MAHARASHTRA,TYL,cod,1,1,,,,,,,,,,,,,,,,
20260710,KERALA,ZEL,pp,1,0,,,,,,,,,,,,,,,,
20260617,PUNJAB,SIE,pp,1,1,,,,,,,,,,,,,,,,
20260417,ANDHRA PRADESH,ESL,pp,1,1,,,,2,2,,,,,,,,,,,
20260615,ANDHRA PRADESH,SWT,cod,1,1,,,,,,,,,,,,,,0,1,0
20260523,GUJARAT,SDD,pp,1,1,,,,,,1,0,,,,,,,0,3,0
20260710,ANDHRA PRADESH,TUN,pp,1,0,,,,,,,,,,,,,,,,
20260429,PUNJAB,AWP,cod,1,0,,,,,,,,,,,,,,,,
20260607,CHHATTISGARH,DBL,pp,1,1,,,,,,,,,,,,,,,,
20260502,WEST BENGAL,ZAS,pp,2,2,,,,,,,,,,,,,,,,
20260429,MAHARASHTRA,RLL,cod,2,1,,,,,,,,,,,,,,,,
20260707,MEGHALAYA,LUA,cod,1,0,,,,,,,,,,,,,,,,
20260503,ASSAM,IBH,pp,1,1,,,,,,,,,,,,,,,,
20260522,WEST BENGAL,ROI,pp,4,4,,,,,,,,,,,,,,,,
20260527,GUJARAT,KIC,pp,1,1,,,,,,2,0,,,,,,,,,
20260614,JHARKHAND,IGS,pp,2,2,,,,,,,,,,,,,,,,
20260602,ODISHA,IOH,pp,4,4,,,,,,,,,,,,,,,,
20260609,UTTARAKHAND,SDH,cod,2,2,,,,0,1,1,0,,,,,,,,,
20260610,KARNATAKA,TYL,pp,1,1,,,,,,,,,,,,,,,,
20260430,UTTARAKHAND,SOL,cod,1,1,,,,,,,,,,,,,,,,
20260510,GOA,AMA,pp,1,1,,,,,,,,,,,,,,,,
20260506,ANDHRA PRADESH,SOL,pp,2,2,,,,,,,,,,,,,,,,
20260530,UTTAR PRADESH,ZDC,pp,1,1,,,,,,,,,,,,,,,,
20260614,JAMMU AND KASHMIR,AWP,pp,2,2,,,,,,3,0,,,,,,,,,
20260514,ANDHRA PRADESH,RLL,pp,2,2,,,,,,,,,,,,,,,,
20260702,TAMIL NADU,SWT,cod,2,0,,,,,,,,,,,,,,,,
20260627,TAMIL NADU,XIH,cod,2,2,,,,1,1,,,,,,,,,0,1,0
20260608,CHHATTISGARH,DBL,pp,2,2,,,,,,,,,,,,,,,,
20260601,CHHATTISGARH,ZAA,cod,2,2,,,,,,,,,,,,,,,,
20260420,HIMACHAL PRADESH,INW,cod,1,1,,,,,,,,,,,,,,,,
20260622,WEST BENGAL,ZED,pp,1,1,,,,,,,,,,,,,,,,
20260421,HARYANA,IBH,pp,1,1,,,,,,1,0,,,,,,,0,3,0
20260414,CHANDIGARH,PRH,cod,1,1,,,,,,,,,,,,,,,,
20260605,HIMACHAL PRADESH,BSS,cod,1,1,,,,,,,,,,,,,,,,
20260521,TAMIL NADU,SWE,cod,1,1,,,,,,,,,,,,,,,,
20260415,TAMIL NADU,RLL,pp,1,1,,,,,,,,,,,,,,,,
20260701,KERALA,IBH,pp,1,1,,,,,,,,,,,,,,,,
20260608,HIMACHAL PRADESH,LSR,pp,1,1,,,,,,,,,,,,,,,,
20260516,GUJARAT,KIC,pp,1,1,,,,,,,,,,,,,,0,1,0
20260710,DELHI,NEX,pp,2,0,,,,1,1,1,0,,,,,,,,,
20260525,CHANDIGARH,MSR,cod,1,1,,,,,,,,,,,,,,,,
20260613,BIHAR,BHH,cod,1,1,,,,,,,,,,,,,,,,
20260630,BIHAR,ZAA,cod,1,1,,,,,,,,,,,,,,,,
20260430,CHANDIGARH,EML,pp,1,1,,,,,,,,,,,,,,,,
20260607,JAMMU AND KASHMIR,SDH,cod,1,1,,,,,,,,,,,,,,,,
20260414,UTTARAKHAND,NAH,cod,1,0,,,,,,,,,,,,,,0,2,0
20260509,UTTARAKHAND,PRE,pp,1,1,,,,1,1,,,,,,,,,,,
20260625,ODISHA,SWL,pp,1,1,,,,,,,,,,,,,,,,
20260620,HIMACHAL PRADESH,ZAA,cod,1,1,,,,,,,,,,,,,,,,
20260606,UTTARAKHAND,DBL,pp,1,1,,,,,,,,,,,,,,,,
20260701,"",UNC,pp,1,1,,,,,,,,,,,,,,,,
20260509,,INW,pp,1,1,,,,,,,,,,,,,,,,
20260425,RAJASTHAN,WZO,pp,1,1,,,,,,,,,,,,,,1,1,1
20260507,BIHAR,RLL,pp,1,1,,,,,,,,,,,,,,,,
20260707,JAMMU AND KASHMIR,LOI,pp,1,1,,,,,,,,,,,,,,,,
20260525,CHHATTISGARH,UNC,pp,1,1,,,,2,2,,,,,,,,,,,
20260616,MANIPUR,RSL,cod,1,0,,,,,,,,,,,,,,,,
20260610,JAMMU AND KASHMIR,AWP,pp,4,4,,,,1,1,,,,,,,,,0,2,0
20260418,WEST BENGAL,RHY,pp,1,1,,,,,,,,,,,,,,,,
20260420,WEST BENGAL,XIH,pp,1,1,,,,,,2,0,,,,,,,0,1,0
20260430,KERALA,IBH,cod,1,1,,,,,,,,,,,,,,,,
20260604,MADHYA PRADESH,EPL,cod,1,1,,,,,,,,,,,,,,,,
20260506,JHARKHAND,MOH,pp,1,1,,,,,,,,,,,,,,0,2,0
20260520,UTTAR PRADESH,SWT,cod,1,1,,,,,,,,,,,,,,0,1,0
20260611,TELANGANA,RLL,pp,1,1,,,,,,,,,,,,,,,,
20260708,WEST BENGAL,NEX,pp,1,0,,,,,,,,,,,,,,,,
20260415,PUNJAB,EMH,pp,1,1,,,,,,,,,,,,,,,,
20260519,TRIPURA,ZEL,pp,1,1,,,,,,2,0,,,,,,,,,
20260414,WEST BENGAL,ZAI,pp,1,1,,,,,,,,,,,,,,,,
20260530,TAMIL NADU,BSS,pp,1,1,,,,,,,,,,,,,,,,
20260430,RAJASTHAN,EML,pp,1,1,,,,,,,,,,,,,,0,1,0
20260619,GUJARAT,KPI,pp,2,2,,,,,,,,,,,,,,,,
20260525,TELANGANA,RLL,pp,1,1,,,,,,,,,,,,,,,,
20260526,"",LOI,pp,2,2,,,,,,,,,,,,,,,,
20260621,RAJASTHAN,ESA,pp,1,1,,,,,,15,0,,,,,,,0,2,0
20260608,HARYANA,PRE,pp,4,4,,,,,,,,,,,,,,,,
20260605,GOA,LOI,pp,1,0,,,,,,,,,,,,,,0,3,0
20260414,CHHATTISGARH,ARL,pp,2,2,,,,,,,,,,,,,,,,
20260421,HARYANA,RSL,cod,2,2,,,,,,,,,,,,,,,,
20260702,ANDHRA PRADESH,SWT,pp,1,0,,,,,,,,,,,,,,,,
20260606,MAHARASHTRA,LHG,pp,1,1,,,,,,,,,,,,,,,,
20260606,TELANGANA,ZAA,cod,9,7,,,,,,,,,,,,,,0,2,0
20260512,KERALA,EMB,cod,1,1,,,,,,,,,,,,,,,,
20260627,MAHARASHTRA,LUA,cod,2,2,,,,,,,,,,,,,,,,
20260506,MAHARASHTRA,ZAA,cod,3,3,,,,,,,,,,,,,,0,1,0
20260414,CHHATTISGARH,ZAA,cod,3,3,,,,,,,,,,,,,,0,1,0
20260622,MEGHALAYA,LUA,cod,1,1,,,,,,,,,,,,,,,,
20260511,HIMACHAL PRADESH,IOH,pp,1,0,,,,,,1,0,,,,,,,0,1,0
20260701,KARNATAKA,UNC,pp,24,23,,,,,,,,,,,,,,,,
20260619,"",DBL,pp,1,1,,,,,,,,,,,,,,,,
20260630,TAMIL NADU,ZAC,pp,2,2,,,,,,,,,,,,,,,,
20260504,JAMMU AND KASHMIR,ZAS,pp,1,1,,,,,,,,,,,,,,,,
20260624,TRIPURA,BSS,pp,3,3,,,,,,,,,,,,,,,,
20260620,WEST BENGAL,RLL,pp,1,1,,,,,,1,0,,,,,,,,,
20260612,CHANDIGARH,INW,pp,6,6,,,,,,,,,,,,,,,,
20260704,JHARKHAND,LOI,cod,1,1,,,,,,,,,,,,,,,,
20260523,ODISHA,SDD,pp,1,1,,,,1,1,1,0,,,,,,,,,
20260709,JAMMU AND KASHMIR,SDD,pp,2,0,,,,,,,,,,,,,,,,
20260606,ANDHRA PRADESH,EML,pp,2,2,,,,,,,,,,,,,,,,
20260527,GUJARAT,XIH,cod,2,2,,,,,,2,0,,,,,,,0,1,0
20260710,KERALA,WZO,pp,1,0,,,,,,,,,,,,,,,,
20260617,ODISHA,ARL,pp,1,1,,,,,,,,,,,,,,,,
20260704,RAJASTHAN,ESA,cod,1,0,,,,,,,,,,,,,,,,
20260530,GUJARAT,UNC,pp,3,3,,,,,,,,,,,,,,0,4,0
20260606,RAJASTHAN,BSS,cod,1,1,,,,,,,,,,,,,,,,
20260515,BIHAR,RSL,cod,3,0,,,,,,,,,,,,,,,,
20260702,MANIPUR,IGS,pp,1,0,,,,,,,,,,,,,,,,
20260614,JHARKHAND,BHH,pp,1,1,,,,,,,,,,,,,,,,
20260609,UTTARAKHAND,PRE,pp,2,2,,,,,,,,,,,,,,,,
20260425,UTTARAKHAND,SWT,pp,1,1,,,,,,,,,,,,,,,,
20260515,TAMIL NADU,RSL,cod,1,0,,,,,,,,,,,,,,0,1,0
20260705,HARYANA,TEL,pp,1,1,,,,,,,,,,,,,,,,
20260707,BIHAR,RSL,cod,1,1,,,,,,,,,,,,,,,,
20260515,PUNJAB,UNC,pp,1,1,,,,,,,,,,,,,,,,
20260611,HARYANA,IOH,pp,1,1,,,,,,2,0,,,,,,,0,1,0
20260613,ODISHA,PRH,pp,1,1,,,,,,1,0,,,,,,,0,1,0
20260503,ARUNACHAL PRADESH,BHH,cod,1,1,,,,,,,,,,,,,,,,
20260609,ASSAM,BHH,pp,1,1,,,,,,,,,,,,,,0,1,0
20260616,NAGALAND,LUA,pp,1,1,,,,,,,,,,,,,,,,
20260513,WEST BENGAL,IBH,cod,1,1,,,,,,,,,,,,,,0,1,0
20260612,TELANGANA,IBH,cod,1,1,,,,,,,,,,,,,,,,
20260709,TAMIL NADU,EPL,pp,1,0,,,,,,,,,,,,,,,,
20260617,HARYANA,SDH,pp,1,1,,,,,,,,,,,,,,0,1,0
20260622,DELHI,KPI,cod,1,1,,,,,,,,,,,,,,,,
20260603,TRIPURA,RSL,cod,1,0,,,,,,,,,,,,,,,,
20260617,JHARKHAND,PRH,cod,1,1,,,,,,,,,,,,,,,,
20260531,HIMACHAL PRADESH,AWP,cod,1,1,,,,,,,,,,,,,,0,1,0
20260610,UTTAR PRADESH,KPI,pp,1,1,,,,,,,,,,,,,,,,
20260418,BIHAR,SWL,pp,1,1,,,,,,,,,,,,,,,,
20260708,MEGHALAYA,SDD,cod,1,0,,,,,,,,,,,,,,,,
20260609,TELANGANA,SWL,pp,1,1,,,,,,,,,,,,,,,,
20260421,TRIPURA,BGH,pp,1,1,,,,,,,,,,,,,,,,
20260508,PUDUCHERRY,SDH,cod,1,1,,,,,,,,,,,,,,,,
20260625,RAJASTHAN,SDH,cod,2,1,,,,1,1,2,0,,,,,,,1,6,0
20260419,DELHI,MOH,pp,1,1,,,,,,,,,,,,,,,,
20260629,PUDUCHERRY,FCL,cod,1,1,,,,,,,,,,,,,,,,
20260619,HARYANA,IBH,cod,1,0,,,,,,,,,,,,,,,,
20260428,UTTARAKHAND,MSR,pp,1,1,,,,,,,,,,,,,,,,
20260507,WEST BENGAL,IBH,cod,1,1,,,,,,,,,,,,,,0,1,0
20260421,ASSAM,IBH,pp,1,1,,,,,,,,,,,,,,,,
20260531,PUNJAB,KIC,pp,1,1,,,,,,,,,,,,,,,,
20260625,UTTARAKHAND,LOI,cod,1,1,,,,,,,,,,,,,,,,
20260513,CHANDIGARH,FCL,cod,1,1,,,,,,,,,,,,,,,,
20260420,TRIPURA,BSS,cod,1,1,,,,,,,,,,,,,,,,
20260603,ANDHRA PRADESH,SDD,cod,1,1,,,,,,,,,,,,,,,,
20260608,HARYANA,NAH,cod,1,1,,,,,,,,,,,,,,,,
20260610,PUNJAB,RSL,pp,1,1,,,,,,,,,,,,,,0,1,0
20260503,HIMACHAL PRADESH,BHH,cod,1,1,,,,,,,,,,,,,,0,1,0
20260605,JHARKHAND,IBH,pp,1,1,,,,,,,,,,,,,,,,
20260512,MEGHALAYA,LUA,cod,1,1,,,,,,,,,,,,,,,,
20260606,HARYANA,RHY,pp,1,1,,,,,,,,,,,,,,,,
20260607,ODISHA,BHH,pp,1,1,,,,,,,,,,,,,,,,
20260424,PUNJAB,RSL,cod,1,1,,,,,,,,,,,,,,,,
20260627,MIZORAM,LUA,pp,4,4,,,,,,,,,,,,,,,,
20260609,ANDHRA PRADESH,SOL,pp,2,2,,,,,,,,,,,,,,,,
20260509,,HBL,pp,1,1,,,,,,,,,,,,,,,,
20260707,,LOI,cod,1,0,,,,,,,,,,,,,,,,
20260617,ANDHRA PRADESH,EPL,pp,1,1,,,,,,,,,,,,,,,,
20260502,TAMIL NADU,RLL,pp,1,1,,,,,,,,,,,,,,0,1,0
20260611,UTTARAKHAND,LUA,pp,1,1,,,,,,,,,,,,,,1,1,0
20260627,TRIPURA,LUA,pp,3,3,,,,,,,,,,,,,,,,
20260531,ANDHRA PRADESH,ZEB,pp,3,3,,,,,,,,,,,,,,,,
20260601,PUDUCHERRY,LOI,cod,1,1,,,,,,,,,,,,,,0,1,0
20260624,TAMIL NADU,LSR,cod,1,1,,,,,,1,0,,,,,,,,,
20260618,DELHI,PRH,cod,1,1,,,,,,,,,,,,,,,,
20260616,UTTAR PRADESH,BSS,pp,2,2,,,,,,,,,,,,,,,,
20260521,,FLO,pp,1,1,,,,,,,,,,,,,,,,
20260610,MANIPUR,LOI,cod,1,1,,,,,,,,,,,,,,,,
20260415,GUJARAT,SWT,cod,1,1,,,,1,1,,,,,,,,,,,
20260508,TRIPURA,KIC,pp,1,1,,,,,,,,,,,,,,,,
20260605,CHHATTISGARH,PBR,cod,1,0,,,,,,,,,,,,,,,,
20260428,WEST BENGAL,NEX,pp,1,1,,,,,,,,,,,,,,,,
20260608,UTTAR PRADESH,BSS,pp,3,3,,,,,,,,,,,,,,,,
20260418,ANDHRA PRADESH,RLL,pp,1,1,,,,,,,,,,,,,,,,
20260611,,LOI,pp,2,1,,,,,,,,,,,,,,,,
20260415,WEST BENGAL,WZA,cod,1,1,,,,,,,,,,,,,,,,
20260704,UTTAR PRADESH,NEX,cod,2,2,,,,,,,,,,,,,,,,
20260624,GOA,SDH,pp,1,1,,,,,,,,,,,,,,,,
20260625,GOA,BGH,pp,1,1,,,,,,,,,,,,,,,,
20260615,MADHYA PRADESH,LSR,cod,1,1,,,,,,,,,,,,,,,,
20260703,MEGHALAYA,LSR,cod,1,0,,,,,,,,,,,,,,,,
20260422,MANIPUR,SWT,pp,1,1,,,,,,,,,,,,,,,,
20260414,ASSAM,EMH,pp,1,1,,,,,,,,,,,,,,,,
20260528,PUDUCHERRY,MSR,cod,1,1,,,,,,,,,,,,,,,,
20260606,KARNATAKA,BSS,pp,2,1,,,,1,1,,,,,,,,,,,
20260711,TAMIL NADU,RLL,pp,1,0,,,,,,,,,,,,,,0,1,0
20260514,BIHAR,RSL,pp,1,1,,,,,,,,,,,,,,,,
20260522,KERALA,TYL,pp,1,1,,,,,,,,,,,,,,,,
20260610,RAJASTHAN,LOS,pp,1,1,,,,,,,,,,,,,,0,1,0
20260429,UTTAR PRADESH,LSR,cod,1,1,,,,1,1,,,,,,,,,,,
20260510,NAGALAND,BHH,cod,1,1,,,,,,,,,,,,,,2,3,0
20260711,RAJASTHAN,SWT,pp,1,0,,,,,,,,,,,,,,,,
20260425,UTTARAKHAND,BGH,pp,1,1,,,,,,,,,,,,,,,,
20260511,UTTARAKHAND,BGH,pp,1,1,,,,,,,,,,,,,,,,
20260428,MIZORAM,FCL,cod,1,1,,,,,,,,,,,,,,,,
20260630,ASSAM,SWT,pp,1,1,,,,,,,,,,,,,,,,
20260527,BIHAR,NEX,cod,1,1,,,,,,,,,,,,,,0,1,0
20260418,MANIPUR,TEL,pp,1,1,,,,,,,,,,,,,,,,
20260604,ARUNACHAL PRADESH,MOH,cod,1,1,,,,,,,,,,,,,,0,1,0
20260617,PUDUCHERRY,MOH,pp,1,1,,,,,,,,,,,,,,,,
20260526,TELANGANA,SDD,pp,3,2,,,,,,,,,,,,,,0,1,0
20260704,ODISHA,IBH,cod,1,1,,,,,,,,,,,,,,,,
20260513,UTTARAKHAND,RLL,cod,1,1,,,,,,,,,,,,,,,,
20260421,BIHAR,SDH,cod,1,1,,,,2,2,,,,,,,,,,,
20260616,MEGHALAYA,SDH,pp,1,1,,,,,,,,,,,,,,,,
20260505,TRIPURA,PRE,pp,1,1,,,,1,1,,,,,,,,,,,
20260415,PUNJAB,RSL,cod,1,1,,,,,,,,,,,,,,,,
20260523,DELHI,UNC,pp,5,5,,,,,,,,,,,,,,0,1,0
20260422,ODISHA,ULT,pp,2,2,,,,,,,,,,,,,,0,6,0
20260705,HARYANA,SDH,cod,1,1,,,,,,1,0,,,,,,,,,
20260618,UTTAR PRADESH,BBO,cod,2,1,,,,,,2,0,,,,,,,0,1,0
20260622,JHARKHAND,SWE,pp,17,17,,,,,,,,,,,,,,,,
20260619,HARYANA,PRE,pp,2,2,,,,,,,,,,,,,,,,
20260523,GOA,EML,cod,2,2,,,,,,,,,,,,,,,,
20260511,HIMACHAL PRADESH,RSL,pp,1,1,,,,,,,,,,,,,,,,
20260618,DELHI,RHY,pp,1,1,,,,,,,,,,,,,,,,
20260613,GUJARAT,AWP,pp,1,1,,,,,,5,0,,,,,,,0,2,0
20260421,KARNATAKA,HOX,pp,1,1,,,,,,,,,,,,,,,,
20260704,RAJASTHAN,UNC,pp,5,5,,,,,,,,,,,,,,0,6,0
20260428,KERALA,SDD,pp,2,2,,,,,,1,0,,,,,,,,,
20260430,WEST BENGAL,RLL,pp,2,2,,,,,,,,,,,,,,,,
20260706,NAGALAND,BHH,cod,1,0,,,,,,2,0,,,,,,,,,
20260429,CHHATTISGARH,SDD,pp,1,1,,,,,,,,,,,,,,,,
20260620,KARNATAKA,BSS,pp,2,2,,,,,,,,,,,,,,,,
20260701,GOA,KPI,pp,1,1,,,,,,,,,,,,,,,,
20260606,MADHYA PRADESH,WPV,pp,1,1,,,,,,,,,,,,,,,,
20260603,ODISHA,BHH,pp,1,1,,,,,,,,,,,,,,,,
20260619,TELANGANA,MSR,cod,1,1,,,,1,1,2,0,,,,,,,0,1,0
20260427,KARNATAKA,WZO,pp,1,1,,,,,,,,,,,,,,,,
20260702,WEST BENGAL,TEL,cod,1,1,,,,,,,,,,,,,,0,1,0
20260508,MANIPUR,BHH,cod,1,0,,,,,,,,,,,,,,,,
20260616,WEST BENGAL,SWL,cod,8,4,,,,,,,,,,,,,,,,
20260612,BIHAR,SOL,pp,3,3,,,,,,,,,,,,,,,,
20260611,TRIPURA,BSS,pp,1,1,,,,,,,,,,,,,,,,
20260603,ASSAM,SWE,cod,1,1,,,,,,3,0,,,,,,,,,
20260711,,FCL,pp,6,0,,,,,,,,,,,,,,,,
20260504,JAMMU AND KASHMIR,EMB,cod,1,1,,,,,,,,,,,,,,,,
20260608,DELHI,BGH,pp,1,1,,,,,,,,,,,,,,,,
20260415,RAJASTHAN,LOI,cod,2,2,,,,,,,,,,,,,,,,
20260707,GUJARAT,ESL,pp,1,1,,,,,,,,,,,,,,,,
20260711,HARYANA,NAH,cod,1,0,,,,,,,,,,,,,,,,
20260708,PUDUCHERRY,LOS,pp,1,0,,,,,,,,,,,,,,,,
20260703,BIHAR,IBH,cod,1,1,,,,,,,,,,,,,,,,
20260416,WEST BENGAL,IBH,pp,1,1,,,,,,,,,,,,,,0,1,0
20260523,JAMMU AND KASHMIR,MSR,cod,1,0,,,,,,,,,,,,,,,,
20260518,WEST BENGAL,BHH,cod,2,1,,,,,,1,0,,,,,,,0,2,0
20260420,JHARKHAND,ESL,pp,1,1,,,,,,,,,,,,,,,,
20260626,ANDHRA PRADESH,RLL,pp,1,1,,,,,,,,,,,,,,0,1,0
20260620,TRIPURA,LUA,cod,1,1,,,,,,,,,,,,,,,,
20260521,CHANDIGARH,LOI,cod,1,1,,,,,,,,,,,,,,,,
20260702,PUDUCHERRY,SDD,pp,1,1,,,,,,,,,,,,,,0,1,0
20260530,ANDHRA PRADESH,IBH,pp,1,1,,,,,,,,,,,,,,,,
20260416,DELHI,TEL,pp,1,1,,,,,,1,0,,,,,,,1,1,1
20260613,TAMIL NADU,WZI,cod,1,1,,,,,,,,,,,,,,,,
20260702,UTTARAKHAND,WPV,pp,1,1,,,,,,,,,,,,,,,,
20260609,MEGHALAYA,LSR,pp,1,1,,,,,,,,,,,,,,,,
20260604,HIMACHAL PRADESH,LOS,pp,1,1,,,,,,,,,,,,,,,,
20260515,JHARKHAND,UNC,pp,1,1,,,,,,,,,,,,,,,,
20260605,,FCL,cod,2,1,,,,,,,,,,,,,,,,
20260701,UTTARAKHAND,TEL,cod,1,1,,,,,,,,,,,,,,,,
20260518,ANDHRA PRADESH,WZO,pp,1,1,,,,,,,,,,,,,,,,
20260705,TRIPURA,BSS,pp,1,0,,,,,,,,,,,,,,0,1,0
20260703,TRIPURA,UNC,pp,1,0,,,,,,,,,,,,,,,,
20260602,WEST BENGAL,LSR,cod,1,0,,,,,,,,,,,,,,,,
20260511,ANDHRA PRADESH,LSR,cod,1,1,,,,,,,,,,,,,,,,
20260505,MAHARASHTRA,BSS,cod,1,0,,,,1,1,1,0,,,,,,,,,
20260709,RAJASTHAN,RSL,cod,1,0,,,,,,,,,,,,,,,,
20260625,GUJARAT,EML,pp,1,1,,,,,,1,0,,,,,,,,,
